 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Bwd URG Flags,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Init_Win_bytes_backward,Active Mean, Active Std, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min
80,6548353,8,6,437,11632,437,0,54.625,154.5028317,5840,0,1938.666667,2550.37524,1843.058858,2.137942167,503719.4615,1417273.074,5001923,4,1546430,220918.5714,583634.446,1544477,4,6548285,1309657.0,2170525.33,5003746,15,0,0,0,1.221681238,0.916260929,0,5840,804.6,1803.823154,3253777.971,0,0,0,1,0,0,0,0,862.0714286,54.625,1938.666667,264,0,0,0,0,0,0,8,437,6,235,0.0,0.0,0,0.0,0.0,0,0
80,6550473,7,6,219,11632,219,0,31.28571429,82.77421959,5792,0,1938.666667,2544.918912,1809.182329,1.98458951,545872.75,1472215.236,5003498,11,1546975,257829.1667,630243.032,1544307,228,6550406,1310081.2,2170961.772,5005151,11,0,0,0,1.068625121,0.915964389,0,5792,846.5,1859.481348,3457670.885,0,0,0,1,0,0,0,0,911.6153846,31.28571429,1938.666667,232,0,0,0,0,0,0,7,219,6,235,0.0,0.0,0,0.0,0.0,0,0
80,7554300,8,6,429,11632,429,0,53.625,151.6744046,5792,0,1938.666667,2544.918912,1596.574137,1.853249143,581100.0,1503567.552,5001800,14,2552500,364642.8571,963877.7205,2550512,49,7554244,1510848.8,2243106.592,5003903,14,0,0,0,1.05899951,0.794249633,0,5792,804.0666667,1801.186612,3244273.21,0,0,0,1,0,0,0,0,861.5,53.625,1938.666667,264,0,0,0,0,0,0,8,429,6,235,0.0,0.0,0,0.0,0.0,0,0
80,8557778,8,5,389,11632,389,0,48.625,137.5322689,10184,0,2326.4,4437.056321,1404.687058,1.519085912,713148.1667,1693213.687,5000470,4,3557308,508186.8571,1343676.193,3555358,4,8557728,2139432.0,2539562.237,5002184,196,0,0,0,0.9348221,0.584263812,0,10184,858.6428571,2712.366767,7356933.478,0,0,0,1,0,0,0,0,924.6923077,48.625,2326.4,264,0,0,0,0,0,0,8,389,5,235,0.0,0.0,0,0.0,0.0,0,0
80,7552169,7,6,469,11632,469,0,67.0,177.2653378,5792,0,1938.666667,2368.571102,1602.321134,1.721359784,629347.4167,1559345.274,5001020,34,2551149,425191.5,1040188.921,2548468,161,7552009,1510401.8,2242093.893,5002463,34,0,0,0,0.926886038,0.794473747,0,5792,864.3571429,1762.026613,3104737.786,0,0,0,1,0,0,0,0,930.8461538,67.0,1938.666667,232,0,0,0,0,0,0,7,469,6,235,0.0,0.0,0,0.0,0.0,0,0
80,7551982,7,6,493,11632,493,0,70.42857143,186.3364852,4344,0,1938.666667,2184.364316,1605.538784,1.721402408,629331.8333,1559080.969,4999830,36,2552152,425358.6667,1040510.67,2549292,215,7551895,1510379.0,2241934.466,5001883,36,0,0,0,0.926908989,0.794493419,0,4344,866.0714286,1667.557886,2780749.302,0,0,0,1,0,0,0,0,932.6923077,70.42857143,1938.666667,232,0,0,0,0,0,0,7,493,6,235,0.0,0.0,0,0.0,0.0,0,0
80,8565433,5,4,372,3525,372,0,74.4,166.3634575,3525,0,881.25,1762.5,454.9682427,1.050734972,1070679.125,2018960.07,5001376,8,3564057,891014.25,1781446.516,3563184,24,8565425,2855141.667,2574761.162,5002382,675,0,0,0,0.583741651,0.466993321,0,3525,389.7,1107.818081,1227260.9,0,0,0,1,0,0,0,0,433.0,74.4,881.25,168,0,0,0,0,0,0,5,372,4,235,0.0,0.0,0,0.0,0.0,0,0
80,8564960,5,4,317,3525,317,0,63.4,141.7667098,3525,0,881.25,1762.5,448.5718556,1.050792998,1070620.0,2018671.394,5000040,2,3564920,891230.0,1781862.682,3564024,2,8564855,2854951.667,2574525.257,5001395,504,0,0,0,0.583773888,0.46701911,0,3525,384.2,1108.052225,1227779.733,0,0,0,1,0,0,0,0,426.8888889,63.4,881.25,168,0,0,0,0,0,0,5,317,4,235,0.0,0.0,0,0.0,0.0,0,0
80,8572103,8,6,348,11632,348,0,43.5,123.0365799,10136,0,1938.666667,4056.770473,1397.556702,1.633204827,659392.5385,1634062.114,5000380,44,3571723,510246.1429,1346218.834,3563180,178,8572016,1714403.2,2398533.934,5001724,165,0,0,0,0.933259901,0.699944926,0,10136,798.6666667,2610.289822,6813612.952,0,0,0,1,0,0,0,0,855.7142857,43.5,1938.666667,264,0,0,0,0,0,0,8,348,6,235,0.0,0.0,0,0.0,0.0,0,0
80,8564320,5,5,414,3525,414,0,82.8,185.1464285,2077,0,705.0,990.6447396,459.9314365,1.167635025,951591.1111,1920481.964,5003160,28,3561160,890290.0,1775656.923,3553774,468,8564266,2141066.5,2538394.714,5004284,49,0,0,0,0.583817513,0.583817513,0,2077,358.0909091,719.13204,517150.8909,0,0,0,1,0,0,0,1,393.9,82.8,705.0,168,0,0,0,0,0,0,5,414,5,235,0.0,0.0,0,0.0,0.0,0,0
80,8562014,5,4,311,3525,311,0,62.2,139.0834282,3525,0,881.25,1762.5,448.0254295,1.051154553,1070251.75,2018039.836,5000193,68,3561821,890455.25,1779892.501,3560294,447,8561946,2853982.0,2573743.976,5001498,1098,0,0,0,0.583974752,0.467179801,0,3525,383.6,1108.09428,1227872.933,0,0,0,1,0,0,0,0,426.2222222,62.2,881.25,168,0,0,0,0,0,0,5,311,4,235,0.0,0.0,0,0.0,0.0,0,0
80,8561939,5,4,441,3525,441,0,88.2,197.2211956,3525,0,881.25,1762.5,463.2128306,1.051163761,1070242.375,2018373.575,5002842,14,3559097,889774.25,1778589.167,3557658,443,8561925,2853975.0,2574487.409,5003973,1023,0,0,0,0.583979867,0.467183894,0,3525,396.6,1107.910466,1227465.6,0,0,0,1,0,0,0,0,440.6666667,88.2,881.25,168,0,0,0,0,0,0,5,441,4,235,0.0,0.0,0,0.0,0.0,0,0
80,8565456,8,5,282,11632,282,0,35.25,99.70205615,10184,0,2326.4,4437.056321,1390.935871,1.517724217,713788.0,1694558.863,5001859,46,3563597,509085.2857,1346171.379,3561915,57,8565410,2141352.5,2541272.791,5003360,196,0,0,0,0.933984133,0.583740083,0,10184,851.0,2713.942208,7365482.308,0,0,0,1,0,0,0,0,916.4615385,35.25,2326.4,264,0,0,0,0,0,0,8,282,5,235,0.0,0.0,0,0.0,0.0,0,0
80,9571989,8,6,426,11632,426,0,53.25,150.6137444,4344,0,1938.666667,2184.364316,1259.717286,1.462600929,736306.8462,1798822.454,5000771,28,4571218,653031.1429,1726883.588,4569235,172,9571907,1914381.4,2625478.203,5002746,28,0,0,0,0.835771959,0.626828969,0,4344,803.8666667,1623.406026,2635447.124,0,0,0,1,0,0,0,0,861.2857143,53.25,1938.666667,264,0,0,0,0,0,0,8,426,6,235,0.0,0.0,0,0.0,0.0,0,0
80,9578506,8,6,388,11632,388,0,48.5,137.1787156,5792,0,1938.666667,2544.918912,1254.892986,1.461605808,736808.1538,1799878.751,5003807,14,4574699,653528.4286,1727860.218,4571947,218,9578387,1915677.4,2626839.412,5005601,14,0,0,0,0.835203319,0.626402489,0,5792,801.3333333,1801.827432,3246582.095,0,0,0,1,0,0,0,0,858.5714286,48.5,1938.666667,264,0,0,0,0,0,0,8,388,6,235,0.0,0.0,0,0.0,0.0,0,0
80,9577980,7,5,558,11632,558,0,79.71428571,210.9041759,7288,0,2326.4,3351.290617,1272.710947,1.252873779,870725.4545,1938702.671,5002938,49,4575042,762507.0,1866551.387,4572589,222,9577931,2394482.75,2769560.508,5004948,161,0,0,0,0.730843038,0.522030741,0,7288,937.6923077,2252.150357,5072181.231,0,0,0,1,0,0,0,0,1015.833333,79.71428571,2326.4,232,0,0,0,0,0,0,7,558,5,235,0.0,0.0,0,0.0,0.0,0,0
80,9579402,8,5,349,11632,349,0,43.625,123.3901333,10184,0,2326.4,4437.056321,1250.704376,1.357078448,798283.5,1865831.025,5001039,27,4578363,654051.8571,1729404.233,4575972,242,9579347,2394836.75,2770060.364,5002940,194,0,0,0,0.835125199,0.521953249,0,10184,855.7857143,2712.920543,7359937.874,0,0,0,1,0,0,0,0,921.6153846,43.625,2326.4,264,0,0,0,0,0,0,8,349,5,235,0.0,0.0,0,0.0,0.0,0,0
80,9568775,8,6,301,11632,301,0,37.625,106.4195706,5792,0,1938.666667,2544.918912,1247.077081,1.463092193,736059.6154,1798334.24,5001500,47,4567275,652467.8571,1725483.238,4565496,58,9568711,1913742.2,2624655.318,5003104,47,0,0,0,0.836052682,0.627039511,0,5792,795.5333333,1803.392314,3252223.838,0,0,0,1,0,0,0,0,852.3571429,37.625,1938.666667,264,0,0,0,0,0,0,8,301,6,235,0.0,0.0,0,0.0,0.0,0,0
80,9568668,8,6,349,11632,349,0,43.625,123.3901333,4392,0,1938.666667,2190.718847,1252.107399,1.463108554,736051.3846,1798185.891,5000489,15,4568179,652597.0,1725764.056,4566262,203,9568565,1913713.0,2624645.682,5002673,15,0,0,0,0.836062031,0.627046523,0,4392,798.7333333,1627.859965,2649928.067,0,0,0,1,0,0,0,0,855.7857143,43.625,1938.666667,264,0,0,0,0,0,0,8,349,6,235,0.0,0.0,0,0.0,0.0,0,0
80,9572953,8,5,395,11632,395,0,49.375,139.6535893,10184,0,2326.4,4437.056321,1256.352141,1.35799267,797746.0833,1864582.761,5002618,46,4570335,652905.0,1726207.236,4567575,213,9572892,2393223.0,2768228.795,5004536,195,0,0,0,0.835687797,0.522304873,0,10184,859.0714286,2712.287325,7356502.533,0,0,0,1,0,0,0,0,925.1538462,49.375,2326.4,264,0,0,0,0,0,0,8,395,5,235,0.0,0.0,0,0.0,0.0,0,0
80,9586289,5,5,395,3525,395,0,79.0,176.6493702,2077,0,705.0,990.6447396,408.917361,1.043156533,1065143.222,2115553.787,5003453,5,4582836,1145709.0,2290763.347,4581854,5,9586270,2396567.5,2772263.31,5004968,153,0,0,0,0.521578267,0.521578267,0,2077,356.3636364,719.0071311,516971.2545,0,0,0,1,0,0,0,1,392.0,79.0,705.0,168,0,0,0,0,0,0,5,395,5,235,0.0,0.0,0,0.0,0.0,0,0
80,9590647,8,6,403,11632,403,0,50.375,142.4820164,4392,0,1938.666667,2190.718847,1254.868415,1.459755531,737742.0769,1801843.313,4999455,16,4591192,655884.5714,1733958.64,4588133,160,9590526,1918105.2,2629612.607,5001454,16,0,0,0,0.834146017,0.625609513,0,4392,802.3333333,1626.853741,2646653.095,0,0,0,1,0,0,0,0,859.6428571,50.375,1938.666667,264,0,0,0,0,0,0,8,403,6,235,0.0,0.0,0,0.0,0.0,0,0
80,9590810,5,4,386,3525,386,0,77.2,172.6244479,3525,0,881.25,1762.5,407.7862037,0.938398321,1198851.25,2222039.337,5001652,43,4589158,1147289.5,2293951.014,4588216,48,9590763,3196921.0,2775796.167,5002735,693,0,0,0,0.5213324,0.41706592,0,3525,391.1,1107.802073,1227225.433,0,0,0,1,0,0,0,0,434.5555556,77.2,881.25,168,0,0,0,0,0,0,5,386,4,235,0.0,0.0,0,0.0,0.0,0,0
80,9590890,4,5,353,3525,353,0,88.25,176.5,2077,0,705.0,990.6447396,404.3420371,0.938390493,1198861.25,2222123.438,5003998,50,4586892,1528964.0,2647747.105,4586319,106,9590829,2397707.25,2773581.519,5005126,50,0,0,0,0.417062442,0.521328052,0,2077,387.8,747.6892997,559039.2889,0,0,0,1,0,0,0,1,430.8888889,88.25,705.0,136,0,0,0,0,0,0,4,353,5,235,0.0,0.0,0,0.0,0.0,0,0
80,9579796,5,4,390,3525,390,0,78.0,174.4133022,3525,0,881.25,1762.5,408.6725855,0.939477208,1197474.5,2219541.1,5003728,90,4576068,1144017.0,2287085.355,4574645,90,9579698,3193232.667,2772983.633,5005025,965,0,0,0,0.521931782,0.417545426,0,3525,391.5,1107.800749,1227222.5,0,0,0,1,0,0,0,0,435.0,78.0,881.25,168,0,0,0,0,0,0,5,390,4,235,0.0,0.0,0,0.0,0.0,0,0
80,9585698,7,5,498,11632,498,0,71.14285714,188.2263076,10184,0,2326.4,4437.056321,1265.426889,1.251865018,871427.0909,1940502.125,5003664,22,4582034,763672.3333,1869756.108,4580296,250,9585608,2396402.0,2771934.522,5004974,192,0,0,0,0.730254594,0.521610424,0,10184,933.0769231,2809.809319,7895028.41,0,0,0,1,0,0,0,0,1010.833333,71.14285714,2326.4,232,0,0,0,0,0,0,7,498,5,235,0.0,0.0,0,0.0,0.0,0,0
80,9585314,8,5,650,11632,650,0,81.25,229.8097039,10184,0,2326.4,4437.056321,1281.335176,1.356241434,798776.1667,1867008.192,4998402,39,4586912,655273.1429,1732837.856,4584980,49,9585275,2396318.75,2771688.934,5000074,194,0,0,0,0.834610113,0.521631321,0,10184,877.2857143,2709.786209,7342941.297,0,0,0,1,0,0,0,0,944.7692308,81.25,2326.4,264,0,0,0,0,0,0,8,650,5,237,0.0,0.0,0,0.0,0.0,0,0
80,9586801,8,6,369,11632,369,0,46.125,130.4612011,4392,0,1938.666667,2190.718847,1251.825296,1.46034115,737446.2308,1801304.684,5000884,15,4585917,655131.0,1732048.617,4583048,221,9586749,1917349.8,2628848.558,5002723,15,0,0,0,0.834480657,0.625860493,0,4392,800.0666667,1627.473435,2648669.781,0,0,0,1,0,0,0,0,857.2142857,46.125,1938.666667,264,0,0,0,0,0,0,8,369,6,235,0.0,0.0,0,0.0,0.0,0,0
80,9591329,8,5,322,11632,322,0,40.25,113.8441918,10184,0,2326.4,4437.056321,1246.334059,1.355390895,799277.4167,1867926.563,4999617,50,4591712,655958.8571,1734320.051,4589027,207,9591279,2397819.75,2772931.838,5001500,164,0,0,0,0.834086705,0.52130419,0,10184,853.8571429,2713.31809,7362095.055,0,0,0,1,0,0,0,0,919.5384615,40.25,2326.4,264,0,0,0,0,0,0,8,322,5,235,0.0,0.0,0,0.0,0.0,0,0
80,10596319,8,6,613,11632,613,0,76.625,216.7282284,5840,0,1938.666667,2380.279871,1155.589974,1.321213527,815101.4615,1992679.216,5590405,16,5592951,798993.0,2113178.337,5591231,56,10600000,2119253.8,2908917.796,5590405,16,0,0,0,0.754979158,0.566234369,0,5840,816.3333333,1716.703638,2947071.381,0,0,0,1,0,0,0,0,874.6428571,76.625,1938.666667,264,0,0,0,0,0,0,8,613,6,236,765.0,0.0,765,5590405.0,0.0,5590405,5590405
80,10601874,5,4,548,3525,548,0,109.6,245.0730503,3525,0,881.25,1762.5,384.1773634,0.848906524,1325234.25,2458284.069,5595780,44,5597942,1399485.5,2798137.67,5596692,315,10600000,3533926.667,3073924.015,5595780,885,0,0,0,0.471614735,0.377291788,0,3525,407.3,1108.903167,1229666.233,0,0,0,1,0,0,0,0,452.5555556,109.6,881.25,168,0,0,0,0,0,0,5,548,4,235,979.0,0.0,979,5595780.0,0.0,5595780,5595780
80,10611772,9,5,262,11632,262,0,29.11111111,87.33333333,7288,0,2326.4,3351.290617,1120.830715,1.319289559,816290.1538,1995291.383,5606545,2,5611454,701431.75,1983294.036,5609834,2,10600000,2652933.25,3072729.361,5606545,163,0,0,0,0.848114716,0.471174842,0,7288,792.9333333,2114.959894,4473055.352,0,0,0,1,0,0,0,0,849.5714286,29.11111111,2326.4,296,0,0,0,0,0,0,9,262,5,235,679.0,0.0,679,5606545.0,0.0,5606545,5606545
80,10611921,9,4,602,11632,602,0,66.88888889,200.6666667,11632,0,2908.0,5816.0,1152.854417,1.22503739,884326.75,2068320.444,5606080,4,5610550,701318.75,1982528.353,5607826,4,10600000,3537292.0,3077435.2,5606080,760,0,0,0,0.848102808,0.376934581,0,11632,873.8571429,3100.559003,9613466.132,0,0,0,1,0,0,0,0,941.0769231,66.88888889,2908.0,296,0,0,0,0,0,0,9,602,4,236,805.0,0.0,805,5606080.0,0.0,5606080,5606080
80,10611231,8,4,250,11632,250,0,31.25,88.38834765,11632,0,2908.0,5816.0,1119.756982,1.130877275,964657.3636,2148492.445,5608219,0,5616811,802401.5714,2122197.037,5615092,0,10600000,3537046.0,3077588.571,5608219,613,0,0,0,0.753918183,0.376959092,0,11632,914.0,3221.099398,10400000.0,0,0,0,1,0,0,0,0,990.1666667,31.25,2908.0,264,0,0,0,0,0,0,8,250,4,235,706.0,0.0,706,5608219.0,0.0,5608219,5608219
80,10612521,8,5,225,11632,225,0,28.125,79.54951288,7288,0,2326.4,3351.290617,1117.265163,1.22496813,884376.75,2067817.292,5606790,2,5614131,802018.7143,2120770.036,5611473,2,10600000,2653106.25,3072433.394,5606790,161,0,0,0,0.753826541,0.471141588,0,7288,846.9285714,2183.748945,4768759.456,0,0,0,1,0,0,0,0,912.0769231,28.125,2326.4,264,0,0,0,0,0,0,8,225,5,235,1638.0,0.0,1638,5606790.0,0.0,5606790,5606790
80,10601400,7,5,351,11632,351,0,50.14285714,132.66553,7288,0,2326.4,3351.290617,1130.32241,1.131925972,963763.6364,2147718.619,5596144,1,5598664,933110.6667,2284903.315,5597150,1,10600000,2650330.75,3069342.178,5596144,128,0,0,0,0.66029015,0.471635822,0,7288,921.7692308,2255.787377,5088576.692,0,0,0,1,0,0,0,0,998.5833333,50.14285714,2326.4,232,0,0,0,0,0,0,7,351,5,235,853.0,0.0,853,5596144.0,0.0,5596144,5596144
80,10601418,7,4,527,11632,527,0,75.28571429,199.1872773,11632,0,2908.0,5816.0,1146.922044,1.037597046,1060141.8,2238683.479,5599372,3,5602281,933713.5,2286222.707,5600446,3,10600000,3533787.333,3074193.395,5599372,858,0,0,0,0.660289029,0.377308017,0,11632,1013.25,3347.469142,11200000.0,0,0,0,1,0,0,0,0,1105.363636,75.28571429,2908.0,232,0,0,0,0,0,0,7,527,4,235,914.0,0.0,914,5599372.0,0.0,5599372,5599372
80,10606432,4,4,472,3525,472,0,118.0,236.0,3525,0,881.25,1762.5,376.8468039,0.754259302,1515204.571,2592692.293,5600163,50,5602293,1867431.0,3233460.866,5601110,464,10600000,3535457.667,3075209.719,5600163,1174,0,0,0,0.377129651,0.377129651,0,3525,444.1111111,1165.831082,1359162.111,0,0,0,1,0,0,0,1,499.625,118.0,881.25,136,0,0,0,0,0,0,4,472,4,235,1233.0,0.0,1233,5600163.0,0.0,5600163,5600163
80,10606345,8,4,313,11632,313,0,39.125,110.6622113,11632,0,2908.0,5816.0,1126.212659,1.131398234,964213.1818,2148693.865,5602151,1,5605192,800741.7143,2118020.197,5603960,1,10600000,3535438.667,3075384.239,5602151,1180,0,0,0,0.754265489,0.377132745,0,11632,918.8461538,3220.064385,10400000.0,0,0,0,1,0,0,0,0,995.4166667,39.125,2908.0,264,0,0,0,0,0,0,8,313,4,235,1209.0,0.0,1209,5602151.0,0.0,5602151,5602151
80,10618075,5,4,434,3525,434,0,86.8,194.0907004,3525,0,881.25,1762.5,372.8547783,0.847611267,1327259.375,2462030.811,5614348,49,5617755,1404438.75,2808210.847,5616755,49,10600000,3539342.0,3079711.607,5614348,762,0,0,0,0.470895148,0.376716119,0,3525,395.9,1107.881507,1227401.433,0,0,0,1,0,0,0,0,439.8888889,86.8,881.25,168,0,0,0,0,0,0,5,434,4,235,811.0,0.0,811,5614348.0,0.0,5614348,5614348
80,10618249,8,5,363,11632,363,0,45.375,128.3398808,7288,0,2326.4,3351.290617,1129.658948,1.224307322,884854.0833,2069514.894,5612414,47,5617428,802489.7143,2122433.738,5615717,105,10600000,2654550.5,3074766.813,5612414,127,0,0,0,0.753419891,0.470887432,0,7288,856.7857143,2181.03547,4756915.72,0,0,0,1,0,0,0,0,922.6923077,45.375,2326.4,264,0,0,0,0,0,0,8,363,5,235,717.0,0.0,717,5612414.0,0.0,5612414,5612414
80,10618295,8,6,246,11632,246,0,30.75,86.97413409,4392,0,1938.666667,2190.718847,1118.635336,1.318479097,816791.9231,1997062.759,5615972,16,5619004,802714.8571,2122880.807,5616956,201,10600000,2123650.4,2915526.49,5615972,16,0,0,0,0.753416627,0.56506247,0,4392,791.8666667,1630.108229,2657252.838,0,0,0,1,0,0,0,0,848.4285714,30.75,1938.666667,264,0,0,0,0,0,0,8,246,6,235,1109.0,0.0,1109,5615972.0,0.0,5615972,5615972
80,10623256,9,6,349,11632,349,0,38.77777778,116.3333333,4392,0,1938.666667,2190.718847,1127.808649,1.411996473,758804.0,1932037.64,5617496,4,5620186,702523.25,1986319.423,5618413,38,10600000,2124647.8,2916981.524,5617496,4,0,0,0,0.847197884,0.564798589,0,4392,748.8125,1585.2885,2513139.629,0,0,0,1,0,0,0,0,798.7333333,38.77777778,1938.666667,296,0,0,0,0,0,0,9,349,6,235,650.0,0.0,650,5617496.0,0.0,5617496,5617496
