 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Bwd URG Flags,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Init_Win_bytes_backward,Active Mean, Active Std, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min
80,109951738,4,3,530,0,520,0,132.5,258.3763405,0,0,0.0,0.0,4.820296701,0.063664296,18300000.0,44900000.0,110000000,24,110000000,36700000.0,63500000.0,110000000,647,110000000,55000000.0,77700000.0,110000000,5259,0,0,0,0.036379598,0.027284698,0,520,66.25,183.3760773,33626.78571,0,0,0,1,0,0,0,0,75.71428571,132.5,0.0,136,0,0,0,0,0,0,4,530,3,235,5314.0,0.0,5314,110000000.0,0.0,110000000,110000000
80,109946495,4,3,531,0,520,0,132.75,258.218738,0,0,0.0,0.0,4.829621899,0.063667332,18300000.0,44900000.0,110000000,53,110000000,36600000.0,63500000.0,110000000,613,110000000,55000000.0,77700000.0,110000000,5272,0,0,0,0.036381333,0.027285999,0,520,66.375,183.332592,33610.83929,0,0,0,1,0,0,0,0,75.85714286,132.75,0.0,136,0,0,0,0,0,0,4,531,3,235,5325.0,0.0,5325,110000000.0,0.0,110000000,110000000
80,109941264,4,3,528,0,520,0,132.0,258.6941566,0,0,0.0,0.0,4.802564395,0.063670361,18300000.0,44900000.0,110000000,56,110000000,36600000.0,63500000.0,110000000,629,110000000,55000000.0,77700000.0,110000000,5221,0,0,0,0.036383064,0.027287298,0,520,66.0,183.4650609,33659.42857,0,0,0,1,0,0,0,0,75.42857143,132.0,0.0,136,0,0,0,0,0,0,4,528,3,235,5311.0,0.0,5311,110000000.0,0.0,110000000,110000000
80,109936031,4,3,535,0,520,0,133.75,257.5970691,0,0,0.0,0.0,4.866466391,0.063673392,18300000.0,44900000.0,110000000,74,110000000,36600000.0,63500000.0,110000000,621,110000000,55000000.0,77700000.0,110000000,5253,0,0,0,0.036384795,0.027288597,0,520,66.875,183.1653722,33549.55357,0,0,0,1,0,0,0,0,76.42857143,133.75,0.0,136,0,0,0,0,0,0,4,535,3,235,5327.0,0.0,5327,110000000.0,0.0,110000000,110000000
80,83400021,18,2,5200,0,520,0,288.8888889,265.8811961,0,0,0.0,0.0,62.3501042,0.239808093,4389474.789,6079937.264,20800000,90,83400000,4905883.588,6236570.747,20800000,594,31600000,31600000.0,0.0,31600000,31600000,0,0,0,0.215827284,0.023980809,0,520,247.6190476,266.1184842,70819.04762,0,0,0,1,0,0,0,0,260.0,288.8888889,0.0,624,0,0,0,0,0,0,18,5200,2,28960,4517642.0,3918954.511,377,11600000.0,6049226.628,20800000,5399131
80,83385834,18,2,5200,0,520,0,288.8888889,265.8811961,0,0,0.0,0.0,62.36071225,0.239848893,4388728.105,6089127.15,20800000,108,83400000,4905049.059,6246721.428,20800000,496,31500000,31500000.0,0.0,31500000,31500000,0,0,0,0.215864004,0.023984889,0,520,247.6190476,266.1184842,70819.04762,0,0,0,1,0,0,0,0,260.0,288.8888889,0.0,624,0,0,0,0,0,0,18,5200,2,28960,4518278.0,3919576.772,364,11600000.0,6086458.175,20800000,5303271
80,115458260,19,2,5200,0,520,0,273.6842105,266.7543715,0,0,0.0,0.0,45.03792106,0.181883912,5772913.0,8567304.794,32100000,131,115000000,6414347.778,8813498.845,32100000,693,31500000,31500000.0,0.0,31500000,31500000,0,0,0,0.164561635,0.017322277,0,520,236.3636364,265.0165395,70233.76623,0,0,0,1,0,0,0,0,247.6190476,273.6842105,0.0,664,0,0,0,0,0,0,19,5200,2,28960,4518644.0,3919805.336,504,14600000.0,9506700.407,32100000,5335498
80,115453289,19,2,5200,0,520,0,273.6842105,266.7543715,0,0,0.0,0.0,45.03986023,0.181891743,5772664.45,8567406.195,32100000,144,115000000,6414071.611,8813629.757,32100000,564,31500000,31500000.0,0.0,31500000,31500000,0,0,0,0.16456872,0.017323023,0,520,236.3636364,265.0165395,70233.76623,0,0,0,1,0,0,0,0,247.6190476,273.6842105,0.0,664,0,0,0,0,0,0,19,5200,2,28960,4516981.333,3918220.429,489,14600000.0,9506768.113,32100000,5335480
80,109930853,4,3,532,0,520,0,133.0,258.0620081,0,0,0.0,0.0,4.839405731,0.063676391,18300000.0,44900000.0,110000000,44,110000000,36600000.0,63500000.0,110000000,620,110000000,55000000.0,77700000.0,110000000,5259,0,0,0,0.036386509,0.027289882,0,520,66.5,183.2897784,33595.14286,0,0,0,1,0,0,0,0,76.0,133.0,0.0,136,0,0,0,0,0,0,4,532,3,235,5303.0,0.0,5303,110000000.0,0.0,110000000,110000000
80,109925630,4,3,539,0,520,0,134.75,256.9894615,0,0,0.0,0.0,4.903315087,0.063679417,18300000.0,44900000.0,110000000,27,110000000,36600000.0,63500000.0,110000000,586,110000000,55000000.0,77700000.0,110000000,5201,0,0,0,0.036388238,0.027291179,0,520,67.375,183.0089284,33492.26786,0,0,0,1,0,0,0,0,77.0,134.75,0.0,136,0,0,0,0,0,0,4,539,3,235,5251.0,0.0,5251,110000000.0,0.0,110000000,110000000
80,109920456,4,3,524,0,520,0,131.0,259.3401884,0,0,0.0,0.0,4.767083572,0.063682414,18300000.0,44900000.0,110000000,72,110000000,36600000.0,63500000.0,110000000,608,110000000,55000000.0,77700000.0,110000000,5250,0,0,0,0.036389951,0.027292463,0,520,65.5,183.6510667,33727.71429,0,0,0,1,0,0,0,0,74.85714286,131.0,0.0,136,0,0,0,0,0,0,4,524,3,235,5322.0,0.0,5322,110000000.0,0.0,110000000,110000000
80,109910016,4,3,535,0,520,0,133.75,257.5970691,0,0,0.0,0.0,4.867618252,0.063688463,18300000.0,44900000.0,110000000,17,110000000,36600000.0,63500000.0,110000000,615,110000000,55000000.0,77700000.0,110000000,5228,0,0,0,0.036393407,0.027295056,0,520,66.875,183.1653722,33549.55357,0,0,0,1,0,0,0,0,76.42857143,133.75,0.0,136,0,0,0,0,0,0,4,535,3,235,5264.0,0.0,5264,110000000.0,0.0,110000000,110000000
80,109915271,4,3,539,0,520,0,134.75,256.9894615,0,0,0.0,0.0,4.903777201,0.063685418,18300000.0,44900000.0,110000000,73,110000000,36600000.0,63500000.0,110000000,611,110000000,55000000.0,77700000.0,110000000,5224,0,0,0,0.036391668,0.027293751,0,520,67.375,183.0089284,33492.26786,0,0,0,1,0,0,0,0,77.0,134.75,0.0,136,0,0,0,0,0,0,4,539,3,235,5297.0,0.0,5297,110000000.0,0.0,110000000,110000000
80,109904796,4,3,529,0,520,0,132.25,258.5348139,0,0,0.0,0.0,4.813256739,0.063691488,18300000.0,44900000.0,110000000,17,110000000,36600000.0,63400000.0,110000000,588,110000000,55000000.0,77700000.0,110000000,5267,0,0,0,0.036395136,0.027296352,0,520,66.125,183.4202337,33642.98214,0,0,0,1,0,0,0,0,75.57142857,132.25,0.0,136,0,0,0,0,0,0,4,529,3,235,5284.0,0.0,5284,110000000.0,0.0,110000000,110000000
80,109899658,4,3,533,0,520,0,133.25,257.9061522,0,0,0.0,0.0,4.849878605,0.063694466,18300000.0,44900000.0,110000000,49,110000000,36600000.0,63400000.0,110000000,622,110000000,54900000.0,77700000.0,110000000,5375,0,0,0,0.036396838,0.027297628,0,520,66.625,183.2476369,33579.69643,0,0,0,1,0,0,0,0,76.14285714,133.25,0.0,136,0,0,0,0,0,0,4,533,3,235,5424.0,0.0,5424,110000000.0,0.0,110000000,110000000
80,109894637,4,3,528,0,520,0,132.0,258.6941566,0,0,0.0,0.0,4.804602066,0.063697376,18300000.0,44900000.0,110000000,47,110000000,36600000.0,63400000.0,110000000,779,110000000,54900000.0,77700000.0,110000000,5434,0,0,0,0.036398501,0.027298875,0,520,66.0,183.4650609,33659.42857,0,0,0,1,0,0,0,0,75.42857143,132.0,0.0,136,0,0,0,0,0,0,4,528,3,235,5482.0,0.0,5482,110000000.0,0.0,110000000,110000000
80,109889203,4,3,535,0,520,0,133.75,257.5970691,0,0,0.0,0.0,4.868540179,0.063700526,18300000.0,44900000.0,110000000,15,110000000,36600000.0,63400000.0,110000000,617,110000000,54900000.0,77700000.0,110000000,5252,0,0,0,0.0364003,0.027300225,0,520,66.875,183.1653722,33549.55357,0,0,0,1,0,0,0,0,76.42857143,133.75,0.0,136,0,0,0,0,0,0,4,535,3,235,5273.0,0.0,5273,110000000.0,0.0,110000000,110000000
80,109884011,4,3,532,0,520,0,133.0,258.0620081,0,0,0.0,0.0,4.841468701,0.063703536,18300000.0,44900000.0,110000000,17,110000000,36600000.0,63400000.0,110000000,589,110000000,54900000.0,77700000.0,110000000,5291,0,0,0,0.03640202,0.027301515,0,520,66.5,183.2897784,33595.14286,0,0,0,1,0,0,0,0,76.0,133.0,0.0,136,0,0,0,0,0,0,4,532,3,235,5308.0,0.0,5308,110000000.0,0.0,110000000,110000000
80,109873762,4,3,539,0,520,0,134.75,256.9894615,0,0,0.0,0.0,4.90562979,0.063709478,18300000.0,44900000.0,110000000,15,110000000,36600000.0,63400000.0,110000000,779,110000000,54900000.0,77700000.0,110000000,5455,0,0,0,0.036405416,0.027304062,0,520,67.375,183.0089284,33492.26786,0,0,0,1,0,0,0,0,77.0,134.75,0.0,136,0,0,0,0,0,0,4,539,3,235,5470.0,0.0,5470,110000000.0,0.0,110000000,110000000
80,109878782,4,3,526,0,520,0,131.5,259.0154436,0,0,0.0,0.0,4.787093472,0.063706567,18300000.0,44900000.0,110000000,17,110000000,36600000.0,63400000.0,110000000,621,110000000,54900000.0,77700000.0,110000000,5353,0,0,0,0.036403753,0.027302814,0,520,65.75,183.5567254,33693.07143,0,0,0,1,0,0,0,0,75.14285714,131.5,0.0,136,0,0,0,0,0,0,4,526,3,235,5382.0,0.0,5382,110000000.0,0.0,110000000,110000000
80,109868358,4,3,536,0,520,0,134.0,257.443845,0,0,0.0,0.0,4.878565674,0.063712611,18300000.0,44900000.0,110000000,14,110000000,36600000.0,63400000.0,110000000,609,110000000,54900000.0,77700000.0,110000000,5230,0,0,0,0.036407207,0.027305405,0,520,67.0,183.1252499,33534.85714,0,0,0,1,0,0,0,0,76.57142857,134.0,0.0,136,0,0,0,0,0,0,4,536,3,235,5247.0,0.0,5247,110000000.0,0.0,110000000,110000000
80,109863185,4,3,537,0,520,0,134.25,257.2915013,0,0,0.0,0.0,4.887897616,0.063715611,18300000.0,44800000.0,110000000,10,110000000,36600000.0,63400000.0,110000000,580,110000000,54900000.0,77700000.0,110000000,5264,0,0,0,0.036408921,0.027306691,0,520,67.125,183.0858015,33520.41071,0,0,0,1,0,0,0,0,76.71428571,134.25,0.0,136,0,0,0,0,0,0,4,537,3,235,5274.0,0.0,5274,110000000.0,0.0,110000000,110000000
80,109857973,4,3,532,0,520,0,133.0,258.0620081,0,0,0.0,0.0,4.842616202,0.063718634,18300000.0,44800000.0,110000000,13,110000000,36600000.0,63400000.0,110000000,651,110000000,54900000.0,77700000.0,110000000,5250,0,0,0,0.036410648,0.027307986,0,520,66.5,183.2897784,33595.14286,0,0,0,1,0,0,0,0,76.0,133.0,0.0,136,0,0,0,0,0,0,4,532,3,235,5263.0,0.0,5263,110000000.0,0.0,110000000,110000000
80,109852751,4,3,532,0,520,0,133.0,258.0620081,0,0,0.0,0.0,4.842846403,0.063721663,18300000.0,44800000.0,110000000,16,110000000,36600000.0,63400000.0,110000000,622,110000000,54900000.0,77700000.0,110000000,5247,0,0,0,0.036412379,0.027309284,0,520,66.5,183.2897784,33595.14286,0,0,0,1,0,0,0,0,76.0,133.0,0.0,136,0,0,0,0,0,0,4,532,3,235,5263.0,0.0,5263,110000000.0,0.0,110000000,110000000
80,109847601,4,3,532,0,520,0,133.0,258.0620081,0,0,0.0,0.0,4.84307345,0.063724651,18300000.0,44800000.0,110000000,48,110000000,36600000.0,63400000.0,110000000,618,110000000,54900000.0,77700000.0,110000000,5220,0,0,0,0.036414086,0.027310565,0,520,66.5,183.2897784,33595.14286,0,0,0,1,0,0,0,0,76.0,133.0,0.0,136,0,0,0,0,0,0,4,532,3,235,5276.0,0.0,5276,110000000.0,0.0,110000000,110000000
80,109842402,4,3,532,0,520,0,133.0,258.0620081,0,0,0.0,0.0,4.84330268,0.063727667,18300000.0,44800000.0,110000000,69,110000000,36600000.0,63400000.0,110000000,637,110000000,54900000.0,77700000.0,110000000,5267,0,0,0,0.03641581,0.027311857,0,520,66.5,183.2897784,33595.14286,0,0,0,1,0,0,0,0,76.0,133.0,0.0,136,0,0,0,0,0,0,4,532,3,235,5336.0,0.0,5336,110000000.0,0.0,110000000,110000000
80,109837154,4,3,526,0,520,0,131.5,259.0154436,0,0,0.0,0.0,4.788907768,0.063730712,18300000.0,44800000.0,110000000,38,110000000,36600000.0,63400000.0,110000000,596,110000000,54900000.0,77700000.0,110000000,5240,0,0,0,0.03641755,0.027313162,0,520,65.75,183.5567254,33693.07143,0,0,0,1,0,0,0,0,75.14285714,131.5,0.0,136,0,0,0,0,0,0,4,526,3,235,5278.0,0.0,5278,110000000.0,0.0,110000000,110000000
80,109831978,4,3,534,0,520,0,133.5,257.751172,0,0,0.0,0.0,4.861971984,0.063733715,18300000.0,44800000.0,110000000,30,110000000,36600000.0,63400000.0,110000000,626,110000000,54900000.0,77700000.0,110000000,5224,0,0,0,0.036419266,0.027314449,0,520,66.75,183.206168,33564.5,0,0,0,1,0,0,0,0,76.28571429,133.5,0.0,136,0,0,0,0,0,0,4,534,3,235,5260.0,0.0,5260,110000000.0,0.0,110000000,110000000
80,109826816,4,3,524,0,520,0,131.0,259.3401884,0,0,0.0,0.0,4.771148059,0.063736711,18300000.0,44800000.0,110000000,20,110000000,36600000.0,63400000.0,110000000,630,110000000,54900000.0,77700000.0,110000000,5237,0,0,0,0.036420978,0.027315733,0,520,65.5,183.6510667,33727.71429,0,0,0,1,0,0,0,0,74.85714286,131.0,0.0,136,0,0,0,0,0,0,4,524,3,235,5259.0,0.0,5259,110000000.0,0.0,110000000,110000000
80,109821590,4,3,537,0,520,0,134.25,257.2915013,0,0,0.0,0.0,4.88974891,0.063739744,18300000.0,44800000.0,110000000,20,110000000,36600000.0,63400000.0,110000000,612,110000000,54900000.0,77600000.0,110000000,5270,0,0,0,0.036422711,0.027317033,0,520,67.125,183.0858015,33520.41071,0,0,0,1,0,0,0,0,76.71428571,134.25,0.0,136,0,0,0,0,0,0,4,537,3,235,5290.0,0.0,5290,110000000.0,0.0,110000000,110000000
80,109816399,4,3,529,0,520,0,132.25,258.5348139,0,0,0.0,0.0,4.817131183,0.063742757,18300000.0,44800000.0,110000000,50,110000000,36600000.0,63400000.0,110000000,588,110000000,54900000.0,77600000.0,110000000,5230,0,0,0,0.036424432,0.027318324,0,520,66.125,183.4202337,33642.98214,0,0,0,1,0,0,0,0,75.57142857,132.25,0.0,136,0,0,0,0,0,0,4,529,3,235,5280.0,0.0,5280,110000000.0,0.0,110000000,110000000
80,109805991,4,3,537,0,520,0,134.25,257.2915013,0,0,0.0,0.0,4.890443546,0.063748799,18300000.0,44800000.0,110000000,15,110000000,36600000.0,63400000.0,110000000,623,110000000,54900000.0,77600000.0,110000000,5248,0,0,0,0.036427885,0.027320914,0,520,67.125,183.0858015,33520.41071,0,0,0,1,0,0,0,0,76.71428571,134.25,0.0,136,0,0,0,0,0,0,4,537,3,235,5267.0,0.0,5267,110000000.0,0.0,110000000,110000000
80,109811200,4,3,530,0,520,0,132.5,258.3763405,0,0,0.0,0.0,4.826465789,0.063745775,18300000.0,44800000.0,110000000,48,110000000,36600000.0,63400000.0,110000000,581,110000000,54900000.0,77600000.0,110000000,5241,0,0,0,0.036426157,0.027319618,0,520,66.25,183.3760773,33626.78571,0,0,0,1,0,0,0,0,75.71428571,132.5,0.0,136,0,0,0,0,0,0,4,530,3,235,5295.0,0.0,5295,110000000.0,0.0,110000000,110000000
80,109795543,4,3,528,0,520,0,132.0,258.6941566,0,0,0.0,0.0,4.808938374,0.063754865,18300000.0,44800000.0,110000000,14,110000000,36600000.0,63400000.0,110000000,628,110000000,54900000.0,77600000.0,110000000,5243,0,0,0,0.036431351,0.027323513,0,520,66.0,183.4650609,33659.42857,0,0,0,1,0,0,0,0,75.42857143,132.0,0.0,136,0,0,0,0,0,0,4,528,3,235,5257.0,0.0,5257,110000000.0,0.0,110000000,110000000
80,109800763,4,3,526,0,520,0,131.5,259.0154436,0,0,0.0,0.0,4.790494944,0.063751834,18300000.0,44800000.0,110000000,14,110000000,36600000.0,63400000.0,110000000,632,110000000,54900000.0,77600000.0,110000000,5270,0,0,0,0.036429619,0.027322215,0,520,65.75,183.5567254,33693.07143,0,0,0,1,0,0,0,0,75.14285714,131.5,0.0,136,0,0,0,0,0,0,4,526,3,235,5284.0,0.0,5284,110000000.0,0.0,110000000,110000000
80,109785148,4,3,530,0,520,0,132.5,258.3763405,0,0,0.0,0.0,4.827611108,0.063760901,18300000.0,44800000.0,110000000,16,110000000,36600000.0,63400000.0,110000000,626,110000000,54900000.0,77600000.0,110000000,5387,0,0,0,0.036434801,0.027326101,0,520,66.25,183.3760773,33626.78571,0,0,0,1,0,0,0,0,75.71428571,132.5,0.0,136,0,0,0,0,0,0,4,530,3,235,5405.0,0.0,5405,110000000.0,0.0,110000000,110000000
80,109790321,4,3,532,0,520,0,133.0,258.0620081,0,0,0.0,0.0,4.845600187,0.063757897,18300000.0,44800000.0,110000000,16,110000000,36600000.0,63400000.0,110000000,596,110000000,54900000.0,77600000.0,110000000,5265,0,0,0,0.036433084,0.027324813,0,520,66.5,183.2897784,33595.14286,0,0,0,1,0,0,0,0,76.0,133.0,0.0,136,0,0,0,0,0,0,4,532,3,235,5281.0,0.0,5281,110000000.0,0.0,110000000,110000000
80,109780138,4,3,526,0,520,0,131.5,259.0154436,0,0,0.0,0.0,4.791394961,0.063763811,18300000.0,44800000.0,110000000,15,110000000,36600000.0,63400000.0,110000000,779,110000000,54900000.0,77600000.0,110000000,5592,0,0,0,0.036436464,0.027327348,0,520,65.75,183.5567254,33693.07143,0,0,0,1,0,0,0,0,75.14285714,131.5,0.0,136,0,0,0,0,0,0,4,526,3,235,5607.0,0.0,5607,110000000.0,0.0,110000000,110000000
80,109774861,4,3,531,0,520,0,132.75,258.218738,0,0,0.0,0.0,4.837173057,0.063766876,18300000.0,44800000.0,110000000,24,110000000,36600000.0,63400000.0,110000000,777,110000000,54900000.0,77600000.0,110000000,5484,0,0,0,0.036438215,0.027328661,0,520,66.375,183.332592,33610.83929,0,0,0,1,0,0,0,0,75.85714286,132.75,0.0,136,0,0,0,0,0,0,4,531,3,235,5526.0,0.0,5526,110000000.0,0.0,110000000,110000000
80,109769736,4,3,530,0,520,0,132.5,258.3763405,0,0,0.0,0.0,4.828288919,0.063769854,18300000.0,44800000.0,110000000,18,110000000,36600000.0,63400000.0,110000000,762,110000000,54900000.0,77600000.0,110000000,5533,0,0,0,0.036439916,0.027329937,0,520,66.25,183.3760773,33626.78571,0,0,0,1,0,0,0,0,75.71428571,132.5,0.0,136,0,0,0,0,0,0,4,530,3,235,5579.0,0.0,5579,110000000.0,0.0,110000000,110000000
80,109764561,4,3,533,0,520,0,133.25,257.9061522,0,0,0.0,0.0,4.855847781,0.06377286,18300000.0,44800000.0,110000000,48,110000000,36600000.0,63400000.0,110000000,783,110000000,54900000.0,77600000.0,110000000,5460,0,0,0,0.036441634,0.027331226,0,520,66.625,183.2476369,33579.69643,0,0,0,1,0,0,0,0,76.14285714,133.25,0.0,136,0,0,0,0,0,0,4,533,3,235,5508.0,0.0,5508,110000000.0,0.0,110000000,110000000
80,109759124,4,3,528,0,520,0,132.0,258.6941566,0,0,0.0,0.0,4.81053402,0.063776019,18300000.0,44800000.0,110000000,42,110000000,36600000.0,63400000.0,110000000,624,110000000,54900000.0,77600000.0,110000000,5201,0,0,0,0.03644344,0.02733258,0,520,66.0,183.4650609,33659.42857,0,0,0,1,0,0,0,0,75.42857143,132.0,0.0,136,0,0,0,0,0,0,4,528,3,235,5261.0,0.0,5261,110000000.0,0.0,110000000,110000000
80,109753976,4,3,529,0,520,0,132.25,258.5348139,0,0,0.0,0.0,4.819870945,0.063779011,18300000.0,44800000.0,110000000,16,110000000,36600000.0,63400000.0,110000000,628,110000000,54900000.0,77600000.0,110000000,5264,0,0,0,0.036445149,0.027333862,0,520,66.125,183.4202337,33642.98214,0,0,0,1,0,0,0,0,75.57142857,132.25,0.0,136,0,0,0,0,0,0,4,529,3,235,5280.0,0.0,5280,110000000.0,0.0,110000000,110000000
